img_path,xmin,ymin,xmax,ymax,width,height,label
train_images/Diamond132.jpg,140,140,450,500,3024,4032,Diamond
train_images/Diamond133.jpg,195,180,625,610,3024,4032,Diamond
train_images/Diamond134.jpg,150,150,515,510,3024,4032,Diamond
train_images/Diamond135.jpg,250,200,460,410,3024,4032,Diamond
train_images/Diamond136.jpg,60,100,420,490,3024,4032,Diamond
train_images/Diamond137.jpg,50,90,410,470,3024,4032,Diamond
train_images/Diamond138.jpg,115,100,300,300,3024,4032,Diamond
train_images/Diamond14.jpg,200,270,600,600,3024,4032,Diamond
train_images/Diamond15.jpg,390,400,810,910,3024,4032,Diamond
train_images/Diamond16.jpg,200,390,900,875,3024,4032,Diamond
train_images/Diamond17.jpg,150,150,515,500,3024,4032,Diamond
train_images/Diamond18.jpg,140,135,340,325,3024,4032,Diamond
train_images/Diamond19.jpg,260,320,600,700,3024,4032,Diamond
train_images/Diamond2.jpg,280,380,915,1000,3024,4032,Diamond
train_images/Diamond20.jpg,250,200,510,460,3024,4032,Diamond
train_images/Diamond21.jpg,60,50,330,340,3024,4032,Diamond
train_images/Diamond23.jpg,125,100,465,425,3024,4032,Diamond
train_images/Diamond24.jpg,215,230,410,425,3024,4032,Diamond
train_images/Diamond25.jpg,170,140,360,395,3024,4032,Diamond
train_images/Diamond26.jpg,50,90,380,405,3024,4032,Diamond
train_images/Diamond27.jpg,200,200,600,600,3024,4032,Diamond
train_images/Diamond28.jpg,100,115,365,420,3024,4032,Diamond
train_images/Diamond29.jpg,100,150,380,408,3024,4032,Diamond
train_images/Diamond3.jpg,0,0,1800,1800,3024,4032,Diamond
train_images/Diamond30.jpg,100,240,405,540,3024,4032,Diamond
train_images/Diamond31.jpg,220,190,500,440,3024,4032,Diamond
train_images/Diamond32.jpg,200,200,440,435,3024,4032,Diamond
train_images/Diamond33.jpg,50,60,370,350,3024,4032,Diamond
train_images/Diamond34.jpg,85,85,330,325,3024,4032,Diamond
train_images/Diamond35.jpg,100,80,405,420,3024,4032,Diamond
train_images/Diamond36.jpg,120,90,500,490,3024,4032,Diamond
train_images/Diamond37.jpg,60,60,480,515,3024,4032,Diamond
train_images/Diamond38.jpg,330,450,850,965,3024,4032,Diamond
train_images/Diamond39.jpg,300,200,920,810,3024,4032,Diamond
train_images/Diamond4.jpg,150,150,1160,1160,3024,4032,Diamond
train_images/Diamond40.jpg,90,90,700,750,3024,4032,Diamond
train_images/Diamond41.jpg,100,80,600,470,3024,4032,Diamond
train_images/Diamond42.jpg,100,165,700,740,3024,4032,Diamond
train_images/Diamond43.jpg,160,175,800,750,3024,4032,Diamond
train_images/Diamond44.jpg,75,50,1450,1450,3024,4032,Diamond
train_images/Diamond45.jpg,125,100,1500,1490,3024,4032,Diamond
train_images/Diamond46.jpg,75,40,800,770,3024,4032,Diamond
train_images/Diamond47.jpg,200,450,2700,2700,3024,4032,Diamond
train_images/Diamond48.jpg,120,150,730,780,3024,4032,Diamond
train_images/Diamond49.jpg,120,30,1700,1610,3024,4032,Diamond
train_images/Diamond5.jpg,125,100,1625,1600,3024,4032,Diamond
train_images/Diamond50.jpg,125,200,1450,1500,3024,4032,Diamond
train_images/Diamond51.jpg,0,0,1300,1300,3024,4032,Diamond
train_images/Diamond52.jpg,250,125,2050,2000,3024,4032,Diamond
train_images/Diamond53.jpg,0,100,1650,1600,3024,4032,Diamond
train_images/Diamond54.jpg,190,200,700,700,3024,4032,Diamond
train_images/Diamond55.jpg,150,180,500,520,3024,4032,Diamond
train_images/Diamond56.jpg,220,250,650,625,3024,4032,Diamond
train_images/Diamond57.jpg,250,250,815,815,3024,4032,Diamond
train_images/Diamond58.jpg,30,50,400,450,3024,4032,Diamond
train_images/Diamond59.jpg,150,150,515,560,3024,4032,Diamond
train_images/Diamond6.jpg,150,150,1150,1150,3024,4032,Diamond
train_images/Diamond60.jpg,160,150,520,570,3024,4032,Diamond
train_images/Diamond61.jpg,170,170,470,465,3024,4032,Diamond
train_images/Diamond62.jpg,50,90,330,410,3024,4032,Diamond
train_images/Diamond63.jpg,580,650,950,1020,3024,4032,Diamond
train_images/Diamond64.jpg,100,0,1100,1000,3024,4032,Diamond
train_images/Diamond65.jpg,100,250,1075,1210,3024,4032,Diamond
train_images/Diamond66.jpg,290,200,780,700,3024,4032,Diamond
train_images/Diamond67.jpg,75,90,260,265,3024,4032,Diamond
train_images/Diamond68.jpg,70,30,130,100,3024,4032,Diamond
train_images/Diamond69.jpg,0,0,115,110,3024,4032,Diamond
train_images/Diamond7.jpg,125,190,1510,1600,3024,4032,Diamond
train_images/Diamond70.jpg,150,200,790,750,3024,4032,Diamond
train_images/Diamond71.jpg,0,400,200,610,3024,4032,Diamond
train_images/Diamond72.jpg,250,285,500,510,3024,4032,Diamond
train_images/Diamond73.jpg,200,190,400,450,3024,4032,Diamond
train_images/Diamond74.jpg,75,165,440,540,3024,4032,Diamond
train_images/Diamond75.jpg,125,150,250,280,3024,4032,Diamond
train_images/Diamond76.jpg,75,90,220,250,3024,4032,Diamond
train_images/Diamond77.jpg,150,115,415,500,3024,4032,Diamond
train_images/Diamond78.jpg,100,180,1190,1200,3024,4032,Diamond
train_images/Diamond79.jpg,300,380,900,990,3024,4032,Diamond
train_images/Diamond8.jpg,200,400,1000,1150,3024,4032,Diamond
train_images/Diamond80.jpg,45,0,700,675,3024,4032,Diamond
train_images/Diamond81.jpg,0,0,1760,1750,3024,4032,Diamond
train_images/Diamond82.jpg,80,200,1180,1250,3024,4032,Diamond
train_images/Diamond83.jpg,300,350,885,920,3024,4032,Diamond
train_images/Diamond84.jpg,100,100,1210,1050,3024,4032,Diamond
train_images/Diamond85.jpg,125,250,1800,1800,3024,4032,Diamond
train_images/Diamond86.jpg,100,200,2000,300,3024,4032,Diamond
train_images/Diamond87.jpg,300,390,1000,950,3024,4032,Diamond
train_images/Diamond88.jpg,180,185,1430,1410,3024,4032,Diamond
train_images/Diamond89.jpg,280,380,980,1000,3024,4032,Diamond
train_images/Diamond9.jpg,100,350,900,1100,3024,4032,Diamond
train_images/Diamond90.jpg,300,390,1050,1150,3024,4032,Diamond
train_images/Diamond91.jpg,0,20,2025,2050,3024,4032,Diamond
train_images/Diamond92.jpg,200,160,1900,2000,3024,4032,Diamond
train_images/Diamond93.jpg,190,250,1050,1140,3024,4032,Diamond
train_images/Diamond94.jpg,100,125,420,410,3024,4032,Diamond
train_images/Diamond95.jpg,190,260,500,500,3024,4032,Diamond
train_images/Diamond96.jpg,150,260,440,460,3024,4032,Diamond
train_images/Diamond97.jpg,260,300,650,650,3024,4032,Diamond
train_images/Diamond98.jpg,500,400,830,750,3024,4032,Diamond
train_images/Diamond99.jpg,80,50,330,330,3024,4032,Diamond
